Koordinatensystem : Lambert konform konisch
Rechtswert        : 3941500 Meter
Hochwert          : 2453500 Meter
Hoehenlage        : 253 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3941500 2453500  3 15 17  16.2  995  45  1.5 0  4.6  40  164   95 273 -385  2
3941500 2453500  3 15 18  15.5  995   0  2.0 2  4.5  40   47   47 274 -376  2
3941500 2453500  3 15 19  13.9  995 302  1.7 2  4.6  43    0    0 278 -365  2
3941500 2453500  3 15 20  12.5  995 289  1.9 2  4.6  48    0    0 274 -355  2
3941500 2453500  3 15 21  12.0  996 273  1.8 0  4.6  51    0    0 264 -349  2
3941500 2453500  3 15 22  10.8  995 287  2.0 0  4.6  54    0    0 255 -344  2
3941500 2453500  3 15 23  10.8  995 308  1.9 1  4.6  56    0    0 256 -339  2
3941500 2453500  3 15 24   9.2  995 316  0.9 0  4.5  58    0    0 254 -335  2
3941500 2453500  3 16  1   7.6  995 166  0.6 0  4.5  65    0    0 246 -330  2
3941500 2453500  3 16  2   7.6  996 198  1.3 0  4.6  70    0    0 244 -327  2
3941500 2453500  3 16  3   6.6  996 241  1.8 0  4.6  72    0    0 244 -325  2
3941500 2453500  3 16  4   5.3  995 222  1.8 1  4.6  78    0    0 244 -328  2
3941500 2453500  3 16  5   5.6  995 221  1.4 1  4.5  79    0    0 246 -332  2
3941500 2453500  3 16  6   5.0  996 192  1.6 1  4.5  79    0    0 245 -331  2
3941500 2453500  3 16  7   4.6  996 221  2.3 2  4.5  82    0    7 248 -329  2
3941500 2453500  3 16  8   5.1  996 282  1.8 1  4.4  82   33   54 248 -328  2
3941500 2453500  3 16  9   7.4  997 109  1.6 1  4.6  76  117  122 247 -333  2
3941500 2453500  3 16 10  10.1  996  94  1.3 0  4.8  67  230  168 251 -348  2
3941500 2453500  3 16 11  11.9  996 346  1.5 0  4.7  57  320  203 254 -364  2
3941500 2453500  3 16 12  13.3  997   7  1.7 0  4.5  49  381  223 259 -377  2
3941500 2453500  3 16 13  14.2  996  16  2.1 1  4.4  45  409  229 268 -387  2
3941500 2453500  3 16 14  14.5  995 342  3.1 0  4.4  43  385  225 271 -394  2
3941500 2453500  3 16 15  15.1  995 351  3.4 0  4.5  42  315  206 269 -397  2
3941500 2453500  3 16 16  15.0  994 357  3.3 0  4.5  42  216  173 270 -394  2
3941500 2453500  3 16 17  15.0  994 318  2.9 0  4.6  42  137  123 270 -386  2
3941500 2453500  3 16 18  14.1  994 289  1.8 1  4.6  43   38   56 272 -376  2
3941500 2453500  3 16 19  13.2  994 325  2.5 4  4.5  45    0    0 282 -365  2
3941500 2453500  3 16 20  11.8  994 314  1.6 4  4.5  48    0    0 287 -355  2
3941500 2453500  3 16 21  10.9  995 256  1.9 3  4.4  52    0    0 280 -349  2
3941500 2453500  3 16 22  10.7  994 256  2.6 2  4.4  54    0    0 271 -345  2
3941500 2453500  3 16 23   9.5  994 252  2.4 1  4.5  57    0    0 262 -342  2
3941500 2453500  3 16 24   8.6  994 261  3.3 0  4.4  61    0    0 253 -340  2
3941500 2453500  3 17  1   9.2  994 271  3.1 0  4.4  60    0    0 250 -339  2
3941500 2453500  3 17  2   8.3  994 261  2.3 0  4.2  60    0    0 249 -339  2
3941500 2453500  3 17  3   8.4  994 227  2.7 0  4.2  60    0    0 247 -338  2
3941500 2453500  3 17  4   9.0  994 229  2.5 0  4.3  60    0    0 247 -337  2
3941500 2453500  3 17  5   8.8  993 251  3.8 0  4.3  60    0    0 245 -337  2
3941500 2453500  3 17  6   8.9  993 222  3.1 4  4.4  61    0    0 260 -338  2
3941500 2453500  3 17  7   8.8  993 228  3.5 8  4.4  62    0    1 296 -338  2
3941500 2453500  3 17  8   9.1  993 224  3.7 7  4.5  62    0   31 311 -340  2
3941500 2453500  3 17  9   9.5  993 274  5.0 7  4.6  62    0   64 310 -346  2
3941500 2453500  3 17 10   9.9  993 270  5.0 7  4.5  59    0   76 312 -354  2
3941500 2453500  3 17 11   9.9  993 281  5.8 7  4.5  58    0   91 314 -363  2
3941500 2453500  3 17 12   9.8  993 281  5.9 8  4.5  58    0   96 320 -371  2
3941500 2453500  3 17 13   9.9  993 259  6.2 8  4.5  58    0   76 327 -376  2
3941500 2453500  3 17 14  10.3  993 265  5.7 8  4.6  58    0   92 328 -373  2
3941500 2453500  3 17 15  10.2  993 275  5.5 8  4.7  59    0   68 331 -365  2
3941500 2453500  3 17 16  10.1  993 263  6.0 8  4.8  61    0   59 333 -360  2
3941500 2453500  3 17 17  10.2  993 256  4.6 8  4.9  62    0   54 335 -358  2
3941500 2453500  3 17 18   9.9  993 257  4.4 8  5.0  64    0   28 336 -357  2
3941500 2453500  3 17 19   9.6  993 261  5.0 7  5.1  67    0    0 330 -356  2
3941500 2453500  3 17 20   9.3  993 258  4.1 7  5.2  69    0    0 325 -355  2
3941500 2453500  3 17 21   9.4  993 243  4.6 7  5.2  69    0    0 324 -355  2
3941500 2453500  3 17 22   9.3  993 217  4.1 7  5.2  69    0    0 324 -355  2
3941500 2453500  3 17 23   9.3  992 219  4.4 7  5.2  70    0    0 323 -355  2
3941500 2453500  3 17 24   9.3  992 205  3.8 7  5.2  70    0    0 323 -353  2
3941500 2453500  3 18  1   9.3  991 219  3.9 7  5.1  69    0    0 322 -350  2
3941500 2453500  3 18  2   9.3  990 216  4.1 7  5.0  68    0    0 320 -348  2
3941500 2453500  3 18  3   9.3  989 228  3.9 8  5.0  67    0    0 325 -347  2
3941500 2453500  3 18  4   9.4  988 221  4.2 7  5.0  67    0    0 325 -346  2
3941500 2453500  3 18  5   9.5  987 228  3.9 7  4.9  65    0    0 320 -345  2
3941500 2453500  3 18  6   9.3  986 246  4.6 7  4.7  63    0    0 318 -346  2
3941500 2453500  3 18  7   9.3  985 229  5.2 7  4.5  60    5    5 317 -347  2
3941500 2453500  3 18  8   9.6  984 242  5.1 7  4.5  59    0   21 320 -347  2
3941500 2453500  3 18  9  10.0  983 237  6.4 8  4.5  58    0   38 328 -352  2
3941500 2453500  3 18 10   9.9  982 210  6.5 8  4.5  58    0   61 333 -360  2
3941500 2453500  3 18 11  10.1  981 241  5.5 8  4.6  59    0   54 334 -367  2
3941500 2453500  3 18 12  10.2  980 236  5.1 7  4.8  60    0   88 329 -372  2
3941500 2453500  3 18 13  11.0  978 240  7.4 7  4.8  59    0  131 324 -378  2
3941500 2453500  3 18 14  11.0  977 233  6.2 7  4.8  57    0  121 325 -383  2
3941500 2453500  3 18 15  10.2  975 248  7.5 8  5.0  61    0   81 329 -383  2
3941500 2453500  3 18 16   9.3  974 239  6.0 8  5.3  68    0   71 333 -376  2
3941500 2453500  3 18 17   9.0  973 239  5.5 7  5.5  73    5   84 323 -367  2
3941500 2453500  3 18 18   8.7  972 226  3.6 8  5.6  76    0   38 321 -361  2
3941500 2453500  3 18 19   8.9  971 222  5.9 8  5.6  76    0    2 324 -357  2
3941500 2453500  3 18 20   5.7  971 294  7.6 8  5.3  80    0    0 316 -351  2
3941500 2453500  3 18 21   5.5  971 270  8.2 7  4.7  80    0    0 301 -343  2
3941500 2453500  3 18 22   5.6  971 269  4.8 7  4.3  73    0    0 295 -338  2
3941500 2453500  3 18 23   5.6  971 260  4.1 7  4.2  70    0    0 294 -336  2
3941500 2453500  3 18 24   5.4  971 260  3.5 7  3.9  67    0    0 293 -333  2
3941500 2453500  3 19  1   4.6  971 271  4.1 8  3.8  67    0    0 295 -330  2
3941500 2453500  3 19  2   4.8  970 265  4.1 8  3.7  66    0    0 299 -328  2
3941500 2453500  3 19  3   4.2  969 198  3.6 8  3.8  70    0    0 299 -326  2
3941500 2453500  3 19  4   4.3  969 186  2.5 8  4.0  75    0    0 300 -323  2
3941500 2453500  3 19  5   3.6  968 197  2.8 8  4.0  76    0    0 299 -321  2
3941500 2453500  3 19  6   3.5  967 212  2.9 8  4.0  78    0    0 298 -320  2
3941500 2453500  3 19  7   4.0  966 196  2.9 8  3.9  75    0    6 297 -321  2
3941500 2453500  3 19  8   4.3  965 223  3.2 7  3.8  71    2   51 292 -321  2
3941500 2453500  3 19  9   4.8  964 164  2.6 6  4.0  72    7  117 281 -324  2
3941500 2453500  3 19 10   5.2  964 304  3.2 7  4.0  70    3  155 282 -328  2
3941500 2453500  3 19 11   2.2  964 266  2.8 8  4.0  77    0  111 289 -325  2
3941500 2453500  3 19 12   3.6  963 310  3.1 7  4.1  84    0  193 288 -327  2
3941500 2453500  3 19 13   3.9  963 311  1.8 5  4.2  80  125  300 276 -337  2
3941500 2453500  3 19 14   4.5  962 101  2.3 8  4.3  80    0  184 281 -344  2
3941500 2453500  3 19 15   3.9  962 133  2.4 8  4.3  80    0   62 288 -344  2
3941500 2453500  3 19 16   4.4  962 317  1.9 8  4.0  74    1  135 283 -337  2
3941500 2453500  3 19 17   4.3  962 334  3.0 7  3.7  68    3  104 278 -332  2
3941500 2453500  3 19 18   3.6  963 317  1.1 7  3.8  71    0   23 271 -329  2
3941500 2453500  3 19 19   3.0  963 306  2.2 7  3.8  76    0    2 268 -325  2
3941500 2453500  3 19 20   2.6  964 305  2.5 7  3.8  78    0    0 265 -321  2
3941500 2453500  3 19 21   2.6  964 311  1.6 5  3.8  80    0    0 256 -318  2
3941500 2453500  3 19 22   2.9  965 297  2.3 6  3.9  80    0    0 253 -317  2
3941500 2453500  3 19 23   2.8  965 312  2.3 7  4.0  81    0    0 263 -316  2
3941500 2453500  3 19 24   2.5  965 317  3.3 7  4.0  84    0    0 268 -315  2
3941500 2453500  3 20  1   2.1  965 306  4.2 6  4.1  87    0    0 263 -315  2
3941500 2453500  3 20  2   2.4  965 315  3.6 7  4.1  88    0    0 264 -316  2
3941500 2453500  3 20  3   2.4  966 325  3.2 6  4.1  87    0    0 265 -315  2
3941500 2453500  3 20  4   2.2  966 310  3.4 8  4.0  86    0    0 270 -315  2
3941500 2453500  3 20  5   1.7  966 333  3.3 8  3.9  84    0    0 276 -313  2
3941500 2453500  3 20  6   1.6  966 333  3.7 8  3.7  82    0    0 277 -312  2
3941500 2453500  3 20  7   1.2  967 324  3.9 8  3.6  81    0    7 277 -312  2
3941500 2453500  3 20  8   1.5  967 345  3.9 7  3.5  80    0   46 274 -314  2
3941500 2453500  3 20  9   1.7  968 345  4.0 8  3.5  79    4  116 275 -317  2
3941500 2453500  3 20 10   2.3  968  10  4.2 7  3.5  77   11  189 277 -318  2
3941500 2453500  3 20 11   2.9  969 345  3.9 8  3.5  74   10  226 280 -324  2
3941500 2453500  3 20 12   4.0  968 358  4.3 7  3.3  65   44  297 283 -335  2
3941500 2453500  3 20 13   4.6  969 352  5.4 7  3.2  59   57  318 283 -343  2
3941500 2453500  3 20 14   5.3  969 350  5.6 7  3.3  58   57  305 285 -347  2
3941500 2453500  3 20 15   5.7  969 337  5.8 7  3.3  56   39  264 285 -347  2
3941500 2453500  3 20 16   6.3  969 352  4.4 8  3.2  53   23  202 288 -347  2
3941500 2453500  3 20 17   6.2  969 347  4.1 7  3.1  51   13  131 287 -345  2
3941500 2453500  3 20 18   5.9  969 333  4.3 7  3.2  53    1   51 282 -340  2
3941500 2453500  3 20 19   5.3  970 314  3.3 7  3.3  56    0    3 280 -333  2
3941500 2453500  3 20 20   5.2  971 271  3.5 7  3.4  59    0    0 280 -326  2
3941500 2453500  3 20 21   3.7  970 303  1.7 6  3.6  66    0    0 277 -324  2
3941500 2453500  3 20 22   3.0  971 298  3.2 6  3.9  77    0    0 273 -323  2
3941500 2453500  3 20 23   2.8  971 302  3.5 5  3.8  78    0    0 271 -321  2
3941500 2453500  3 20 24   2.6  972 289  3.7 5  3.8  78    0    0 267 -320  2
3941500 2453500  3 21  1   2.5  972 287  4.1 4  3.9  82    0    0 264 -320  2
3941500 2453500  3 21  2   2.7  972 308  3.8 6  4.0  83    0    0 268 -322  2
3941500 2453500  3 21  3   2.6  972 300  4.1 6  4.1  85    0    0 276 -322  2
3941500 2453500  3 21  4   2.4  972 321  4.0 7  4.1  86    0    0 279 -322  2
3941500 2453500  3 21  5   2.4  972 321  3.3 6  4.0  85    0    0 278 -321  2
3941500 2453500  3 21  6   1.9  973 316  3.4 7  3.9  84    0    0 277 -320  2
3941500 2453500  3 21  7   1.8  973 302  3.3 6  3.8  84    0    3 277 -319  2
3941500 2453500  3 21  8   2.1  974 305  3.1 6  3.9  85   44   57 272 -320  2
3941500 2453500  3 21  9   3.1  975 316  3.5 4  3.8  80  147  102 260 -322  2
3941500 2453500  3 21 10   3.9  975 315  4.4 6  3.7  73  139  194 260 -324  2
3941500 2453500  3 21 11   4.7  975 312  3.9 5  3.6  67  188  241 268 -327  2
3941500 2453500  3 21 12   5.4  975 318  3.3 5  3.5  62   79  285 268 -332  2
3941500 2453500  3 21 13   3.0  975 312  4.5 8  3.7  69   11  244 283 -335  2
3941500 2453500  3 21 14   3.2  976 285  4.0 7  3.8  78   29  264 285 -336  2
3941500 2453500  3 21 15   4.1  976 282  3.6 5  3.6  71   74  250 273 -339  2
3941500 2453500  3 21 16   5.0  976 262  3.3 6  3.6  66   97  196 270 -340  2
3941500 2453500  3 21 17   3.1  976 331  3.0 6  3.8  73   54  133 272 -338  2
3941500 2453500  3 21 18   3.0  977 262  2.4 7  3.9  80    1   47 271 -333  2
3941500 2453500  3 21 19   2.5  978 270  2.9 7  3.8  79    1   10 273 -328  2
3941500 2453500  3 21 20   2.7  978 287  2.6 7  3.7  77    0    0 273 -325  2
3941500 2453500  3 21 21   2.3  979 288  2.5 5  3.7  78    0    0 264 -323  2
3941500 2453500  3 21 22   2.3  979 289  3.0 5  3.7  80    0    0 255 -321  2
3941500 2453500  3 21 23   2.4  980 271  2.9 6  3.7  80    0    0 259 -319  2
3941500 2453500  3 21 24   2.2  980 275  2.7 7  3.7  81    0    0 270 -319  2
3941500 2453500  3 22  1   2.4  980 260  2.7 7  3.7  81    0    0 276 -319  2
3941500 2453500  3 22  2   2.6  980 272  2.5 7  3.7  80    0    0 277 -319  2
3941500 2453500  3 22  3   2.7  980 266  3.0 7  3.7  78    0    0 277 -319  2
3941500 2453500  3 22  4   2.6  980 269  3.1 7  3.7  78    0    0 277 -319  2
3941500 2453500  3 22  5   2.7  979 264  3.3 7  3.7  79    0    0 277 -319  2
3941500 2453500  3 22  6   2.3  979 272  3.3 7  3.7  80    0    0 276 -319  2
3941500 2453500  3 22  7   1.7  979 253  3.1 8  3.8  83    0   12 281 -319  2
3941500 2453500  3 22  8   1.3  979 244  3.3 6  3.9  88    0   44 274 -318  2
3941500 2453500  3 22  9   1.2  979 245  3.4 7  3.9  90    0   80 268 -318  2
3941500 2453500  3 22 10   1.5  979 249  3.3 7  3.9  91    4  178 274 -322  2
3941500 2453500  3 22 11   1.9  979 259  4.4 7  4.1  91    0  161 277 -328  2
3941500 2453500  3 22 12   2.4  979 265  3.6 8  4.1  90    0  102 286 -330  2
3941500 2453500  3 22 13   2.7  979 260  4.7 7  4.0  85    0  169 290 -331  2
3941500 2453500  3 22 14   3.3  979 259  4.6 7  3.9  81    0  166 286 -335  2
3941500 2453500  3 22 15   3.2  979 283  4.7 7  3.9  78    0  124 289 -336  2
3941500 2453500  3 22 16   3.0  979 277  4.8 8  3.9  79    0   83 295 -334  2
3941500 2453500  3 22 17   2.7  979 267  3.9 8  4.0  82    0   73 300 -332  2
3941500 2453500  3 22 18   2.3  979 228  2.7 8  4.0  86    0   45 300 -330  2
3941500 2453500  3 22 19   2.2  978 214  4.1 8  4.1  88    0    5 298 -327  2
3941500 2453500  3 22 20   2.5  978 236  4.0 8  4.0  87    0    0 298 -324  2
3941500 2453500  3 22 21   1.7  978 259  3.6 6  4.0  88    0    0 284 -322  2
3941500 2453500  3 22 22   1.7  977 250  3.5 7  4.0  90    0    0 277 -322  2
3941500 2453500  3 22 23   1.5  977 262  4.0 8  4.0  90    0    0 289 -323  2
3941500 2453500  3 22 24   1.3  976 264  3.8 7  4.0  93    0    0 289 -322  2
3941500 2453500  3 23  1   1.6  976 264  3.3 8  4.1  94    0    0 289 -322  2
3941500 2453500  3 23  2   1.4  975 270  3.8 8  4.1  94    0    0 295 -322  2
3941500 2453500  3 23  3   1.3  975 270  3.8 7  4.2  96    0    0 290 -321  2
3941500 2453500  3 23  4   1.4  974 271  3.9 7  4.2  96    0    0 285 -321  2
3941500 2453500  3 23  5   1.3  974 272  3.7 8  4.2  96    0    0 291 -321  2
3941500 2453500  3 23  6   1.3  974 255  3.0 8  4.2  96    0    0 296 -321  2
3941500 2453500  3 23  7   1.5  974 260  2.8 8  4.2  95    0    2 296 -322  2
3941500 2453500  3 23  8   1.4  974 234  2.3 7  4.2  95    0   29 292 -321  2
3941500 2453500  3 23  9   1.7  974 224  2.4 7  4.1  93    0   62 287 -321  2
3941500 2453500  3 23 10   1.8  974 194  2.4 6  4.1  91    1  148 283 -326  2
3941500 2453500  3 23 11   2.4  975 215  2.6 6  4.1  90    2  184 279 -331  2
3941500 2453500  3 23 12   2.7  975 346  1.5 7  4.1  88    2  210 284 -338  2
3941500 2453500  3 23 13   2.6  976  61  2.0 7  4.2  87    7  230 287 -346  2
3941500 2453500  3 23 14   2.7  976  12  2.2 8  4.2  89    0  131 289 -354  2
3941500 2453500  3 23 15   3.7  977 118  1.9 7  4.3  88    0  143 288 -355  2
3941500 2453500  3 23 16   4.0  977 282  1.9 5  4.4  85   39  187 279 -354  2
3941500 2453500  3 23 17   4.1  977  91  1.8 5  4.3  82   30  127 270 -351  2
3941500 2453500  3 23 18   4.1  978 354  1.4 7  4.3  81   18   59 274 -343  2
3941500 2453500  3 23 19   3.9  979 193  1.8 8  4.3  82    0    6 283 -337  2
3941500 2453500  3 23 20   3.5  979 323  2.3 8  4.3  85    0    0 288 -333  2
3941500 2453500  3 23 21   3.6  980 322  2.6 8  4.4  86    0    0 289 -332  2
3941500 2453500  3 23 22   3.1  980 272  2.5 8  4.4  87    0    0 291 -328  2
3941500 2453500  3 23 23   2.6  980 308  3.0 7  4.2  88    0    0 286 -323  2
3941500 2453500  3 23 24   2.4  980 258  1.5 5  4.1  87    0    0 272 -322  2
3941500 2453500  3 24  1   2.3  980 255  3.2 4  4.1  88    0    0 257 -320  2
3941500 2453500  3 24  2   2.6  979 298  3.1 5  4.1  88    0    0 259 -318  2
3941500 2453500  3 24  3   2.5  979 295  3.3 7  4.1  88    0    0 274 -317  2
3941500 2453500  3 24  4   2.3  978 281  2.6 8  4.1  88    0    0 290 -315  2
3941500 2453500  3 24  5   1.7  978 263  2.3 8  4.0  89    0    0 294 -313  2
3941500 2453500  3 24  6   1.5  978 265  2.0 8  4.0  90    0    0 293 -313  2
3941500 2453500  3 24  7   1.5  977 276  3.3 8  4.0  92    0    6 293 -313  2
3941500 2453500  3 24  8   1.6  976 263  2.2 7  4.1  93    0   42 289 -315  2
3941500 2453500  3 24  9   1.2  976 257  1.5 6  4.1  93    0   80 280 -317  2
3941500 2453500  3 24 10   1.6  977 254  1.3 6  4.1  94    0  108 275 -324  2
3941500 2453500  3 24 11   1.9  977 229  1.1 7  4.2  94    0  108 281 -335  2
3941500 2453500  3 24 12   2.4  977 253  1.2 8  4.2  92    0  120 293 -344  2
3941500 2453500  3 24 13   2.8  977  25  1.2 8  4.3  90    0  149 300 -346  2
3941500 2453500  3 24 14   3.5  977  74  1.2 8  4.3  88    0  123 304 -343  2
3941500 2453500  3 24 15   4.0  978  96  1.5 8  4.4  86    0  161 308 -342  2
3941500 2453500  3 24 16   4.1  978  67  1.2 7  4.4  84    0  132 305 -340  2
3941500 2453500  3 24 17   4.9  979  24  1.2 6  4.4  80   22  125 296 -338  2
3941500 2453500  3 24 18   4.7  979  34  1.6 8  4.3  78   22   60 302 -335  2
3941500 2453500  3 24 19   4.3  979  32  1.5 8  4.3  79    0    3 313 -333  2
3941500 2453500  3 24 20   4.5  980   6  1.0 8  4.3  80    0    0 313 -331  2
3941500 2453500  3 24 21   4.3  981  25  1.5 7  4.3  81    0    0 308 -330  2
3941500 2453500  3 24 22   4.0  981  20  1.8 7  4.3  82    0    0 302 -330  2
3941500 2453500  3 24 23   3.9  981  52  1.6 6  4.3  83    0    0 296 -330  2
3941500 2453500  3 24 24   3.7  982 114  1.5 7  4.4  85    0    0 297 -330  2
3941500 2453500  3 25  1   3.5  982 258  2.9 6  4.4  86    0    0 298 -330  2
3941500 2453500  3 25  2   3.0  982  78  2.7 7  4.3  87    0    0 298 -331  2
3941500 2453500  3 25  3   3.6  983  56  2.8 7  4.3  87    0    0 305 -331  2
3941500 2453500  3 25  4   3.9  983  56  2.2 8  4.4  86    0    0 313 -330  2
3941500 2453500  3 25  5   4.1  983  51  2.7 8  4.4  85    0    0 321 -330  2
3941500 2453500  3 25  6   4.5  983  39  2.5 8  4.4  83    0    0 321 -329  2
3941500 2453500  3 25  7   4.8  983  42  2.8 8  4.5  82    0    5 322 -328  2
3941500 2453500  3 25  8   5.0  984  62  3.0 7  4.6  82    0   40 316 -329  2
3941500 2453500  3 25  9   5.6  984  97  3.8 8  4.5  79    0   86 317 -333  2
3941500 2453500  3 25 10   5.9  985  75  4.5 7  4.4  74    0  139 317 -340  2
3941500 2453500  3 25 11   6.3  985  90  3.8 8  4.3  72    0  136 318 -348  2
3941500 2453500  3 25 12   6.9  986  90  4.7 7  4.3  69    6  237 319 -351  2
3941500 2453500  3 25 13   8.2  986  82  4.2 3  4.3  65  215  305 293 -353  2
3941500 2453500  3 25 14  10.4  987  90  4.8 3  4.5  60  439  199 277 -357  2
3941500 2453500  3 25 15  11.3  987  68  4.3 3  4.6  55  328  209 282 -361  2
3941500 2453500  3 25 16  13.2  986  77  4.6 5  4.7  51  128  209 297 -364  2
3941500 2453500  3 25 17  13.0  986  57  2.8 4  4.8  50   96  142 305 -362  2
3941500 2453500  3 25 18  12.8  986  89  4.6 3  4.8  50   83   65 296 -359  2
3941500 2453500  3 25 19  11.7  986  90  4.6 2  4.6  51    3   12 285 -353  2
3941500 2453500  3 25 20  11.0  986  94  4.3 2  4.4  51    0    0 276 -347  2
3941500 2453500  3 25 21  10.2  987  86  4.2 0  4.2  51    0    0 265 -342  2
3941500 2453500  3 25 22   9.6  988  98  4.5 0  4.1  53    0    0 255 -338  2
3941500 2453500  3 25 23   9.4  988  75  5.5 0  4.2  55    0    0 252 -334  2
3941500 2453500  3 25 24   8.8  987  95  5.0 0  4.2  58    0    0 249 -331  2
3941500 2453500  3 26  1   8.6  987 107  3.2 0  4.3  60    0    0 247 -328  2
3941500 2453500  3 26  2   8.2  987  85  3.2 0  4.4  62    0    0 244 -325  2
3941500 2453500  3 26  3   7.9  987  79  3.3 0  4.4  64    0    0 242 -323  2
3941500 2453500  3 26  4   7.9  987  84  3.1 0  4.3  64    0    0 239 -323  2
3941500 2453500  3 26  5   7.4  987  64  3.5 0  4.3  64    0    0 237 -323  2
3941500 2453500  3 26  6   7.1  987  49  3.3 0  4.2  65    0    0 236 -324  2
3941500 2453500  3 26  7   7.5  987  52  2.0 0  4.2  64    9   17 236 -326  2
3941500 2453500  3 26  8   9.0  988  84  2.5 0  4.3  62   95   70 238 -330  2
3941500 2453500  3 26  9  10.9  989  88  4.2 0  4.4  57  222  109 244 -339  2
3941500 2453500  3 26 10  12.7  988 100  5.0 0  4.3  49  360  127 250 -350  2
3941500 2453500  3 26 11  14.3  988 100  4.7 0  4.3  44  466  141 256 -356  2
3941500 2453500  3 26 12  15.0  988  98  4.4 0  4.2  40  546  139 260 -361  2
3941500 2453500  3 26 13  16.2  987 105  5.8 0  4.1  36  587  128 265 -367  2
3941500 2453500  3 26 14  16.6  987  96  6.4 0  4.0  33  576  113 269 -374  2
3941500 2453500  3 26 15  17.1  987  94  5.9 0  3.9  32  498  109 271 -380  2
3941500 2453500  3 26 16  16.9  986 103  6.2 0  3.9  31  380  103 272 -382  2
3941500 2453500  3 26 17  16.7  986 126  6.1 0  3.7  30  236   90 271 -379  2
3941500 2453500  3 26 18  15.9  986 109  5.0 0  3.6  30   89   64 269 -373  2
3941500 2453500  3 26 19  14.6  986  94  4.6 0  3.5  32    4   13 266 -364  2
3941500 2453500  3 26 20  13.2  987 107  3.6 0  3.4  34    0    0 260 -355  2
3941500 2453500  3 26 21  12.4  988  97  3.5 0  3.4  36    0    0 256 -349  2
3941500 2453500  3 26 22  11.2  988  93  5.1 1  3.5  40    0    0 258 -344  2
3941500 2453500  3 26 23  11.0  988  91  4.6 1  3.6  43    0    0 260 -340  2
3941500 2453500  3 26 24   9.8  988  89  3.7 0  3.7  46    0    0 254 -336  2
3941500 2453500  3 27  1   8.0  988  86  2.7 0  3.7  51    0    0 244 -332  2
3941500 2453500  3 27  2   6.8  988  99  2.3 0  3.7  57    0    0 240 -330  2
3941500 2453500  3 27  3   6.7  988  81  1.5 0  3.8  60    0    0 237 -327  2
3941500 2453500  3 27  4   6.7  987  94  1.7 0  3.8  60    0    0 237 -324  2
3941500 2453500  3 27  5   5.2  987  41  2.2 0  3.8  63    0    0 234 -324  2
3941500 2453500  3 27  6   7.3  987  36  2.4 0  3.7  62    0    0 233 -324  2
3941500 2453500  3 27  7   6.5  987  59  2.2 0  3.7  58    8   18 234 -322  2
3941500 2453500  3 27  8   7.9  987  93  3.1 0  3.8  59   82   80 234 -322  2
3941500 2453500  3 27  9   9.7  987 100  3.9 0  4.0  55  196  132 238 -331  2
3941500 2453500  3 27 10  10.8  988 116  3.5 0  3.9  49  321  164 242 -343  2
3941500 2453500  3 27 11  12.6  987 123  5.0 1  3.7  43  418  187 252 -354  2
3941500 2453500  3 27 12  13.3  987 123  4.0 1  3.7  39  491  192 262 -367  2
3941500 2453500  3 27 13  14.2  986  97  4.2 1  3.7  37  506  198 265 -377  2
3941500 2453500  3 27 14  15.3  986 121  4.2 1  3.8  36  493  183 268 -383  2
3941500 2453500  3 27 15  15.8  985 112  4.4 1  4.0  35  456  153 271 -383  2
3941500 2453500  3 27 16  16.2  985  84  4.6 1  4.0  34  305  154 273 -381  2
3941500 2453500  3 27 17  16.2  985 125  4.3 2  4.0  34  122  144 276 -376  2
3941500 2453500  3 27 18  15.5  985 105  4.6 4  3.8  33   18   71 287 -370  2
